"g0","td","w2","chl","sam","time.react"
6.43784279037409,0.000924611545024717,13.0072429639176,"Tt","18","0us"
6.66405798791588,0.000924233917800296,21.3459009229188,"Tt","19","0us"
6.51638926075421,0.000917604793333098,15.1613213718146,"Tt","20","0us"
6.62899536308621,0.000871852988474608,28.9162628173217,"Tt","1","100us"
6.4796999614338,0.000982513135584448,10.5769598878311,"Tt","2","100us"
6.72081889279925,0.000849567738102468,26.8075373981079,"Tt","3","100us"
6.88948202252692,0.000901052526758087,16.2128520242331,"Tt","4","100us"
6.37885117144181,0.000965054932685181,11.7086241264895,"Tt","5","100us"
6.5613463590447,0.000906870436269552,19.7071663142101,"Tt","6","100us"
6.6203565611007,0.000909207643970932,17.3060812254449,"Tt","7","100us"
6.74719729478965,0.000925643953941188,31.0504335984663,"Tt","8","100us"
6.51175689496377,0.000867857466964192,21.3861767365046,"Tt","9","100us"
6.65385241282675,0.000878970284825202,21.426986195073,"Tt","10","100us"
6.81252444405476,0.000860885046287477,30.6442688637431,"Tt","11","100us"
6.27486115170292,0.000939099709894565,10.4952944783048,"Tt","12","100us"
6.31366481167545,0.00092807773344524,20.0591336291159,"Tt","13","100us"
6.31307977667584,0.000900383784607562,13.6822432162562,"Tt","14","100us"
6.61084890447691,0.000921227343935399,21.1747205952244,"Tt","15","100us"
6.6001554633842,0.000893601668097564,22.0301140467416,"Tt","16","100us"
6.47451692460603,0.000856369804626366,25.7256017519832,"Tt","17","100us"
6.49866307962061,0.000919739344541368,25.7797767786069,"Tt","18","100us"
6.6210540292346,0.000916588427757352,18.2731345996236,"Tt","19","100us"
6.69377822527035,0.000863153113550901,23.5252916168978,"Tt","20","100us"
6.40988235964292,0.00086685256478816,30.9121164382842,"Tt","1","200us"
6.60893846533149,0.000936140003008609,16.7544315751036,"Tt","2","200us"
6.42697420720409,0.000902389613295285,16.213104648768,"Tt","3","200us"
6.89549110285058,0.000915734923860745,27.7041553638767,"Tt","4","200us"
6.87566066666853,0.000908232333856462,28.5875134675398,"Tt","5","200us"
6.7610006514293,0.000929081937942081,16.321813175392,"Tt","6","200us"
6.65754424949911,0.000878887511094821,28.9692104166226,"Tt","7","200us"
